document_name,title,heading,content,tokens
Ley Orgánica de Protección de Datos Personales,derechos,art. 11.,"normativa especializada.-los datos personales cuyo tratamiento se encuentre regulado en
normativa especializada en materia de ejercicio de la libertad de expresión, sectores regulados por
normativa específica, gestión de riesgos, desastres naturales, seguridad nacional y defensa del
estado; y, los datos personales que deban proporcionarse a autoridades administrativas o judiciales
en virtud de solicitudes y órdenes amparadas en competencias atribuidas en la normativa vigente,
estarán sujetos a los principios establecidos en sus propias normas y los principios establecidos en
esta ley, en los casos que corresponda y sea de aplicación favorable. en todo caso deberá darse
cumplimiento a los estándares internacionales en la materia de derechos humanos y a los principios
de esta ley, y como mínimo a los criterios de legalidad, proporcionalidad y necesidad.
",216
Ley Orgánica de Protección de Datos Personales,derechos,art. 12.,"derecho a la información.-el titular de datos personales tiene derecho a ser informado
conforme los principios de lealtad y transparente por cualquier medio sobre:
1) los fines del tratamiento;
2) la base legal para el tratamiento;
3) tipos de tratamiento;
4) tiempo de conservación;
5) la existencia de una base de datos en la que constan sus datos personales;
6) el origen de los datos personales cuando no se hayan obtenido directamente del titular;
7) otras finalidades y tratamientos ulteriores;
8) identidad y datos de contacto del responsable del tratamiento de datos personales, que incluirá:
dirección del domicilio legal, número de teléfono y correo electrónico;
9) cuando sea del caso, identidad y datos de contacto del delegado de protección de datos
personales, que incluirá: dirección domiciliaria, número de teléfono y correo electrónico;
10) las transferencias o comunicaciones, nacionales o internacionales, de datos personales que
pretenda realizar, incluyendo los destinatarios y sus clases, así como las finalidades que motivan la
realización de estas y las garantías de protección establecidas;
11) las consecuencias para el titular de los datos personales de su entrega o negativa a ello;
12) el efecto de suministrar datos personales erróneos o inexactos;
13) la posibilidad de revocar el consentimiento;
14) la existencia y forma en que pueden hacerse efectivos sus derechos de acceso, eliminación,
rectificación y actualización, oposición, anulación, limitación del tratamiento y a no ser objeto de una
decisión basada únicamente en valoraciones automatizadas.
15) los mecanismos para hacer efectivo su derecho a la portabilidad, cuando el titular lo solicite;
16) dónde y cómo realizar sus reclamos ante el responsable del tratamiento de datos personales y la
autoridad de protección de datos personales, y;
17) la existencia de valoraciones y decisiones automatizadas, incluida la elaboración de perfiles.
en el caso que los datos se obtengan directamente del titular, la información deberá ser comunicada
de forma previa a este, es decir, en el momento mismo de la recogida del dato personal.
cuando los datos personales no se obtuvieren de forma directa del titular o fueren obtenidos de una
fuente accesible al público, el titular deberá ser informado dentro de los siguientes treinta (30) días o
al momento de la primera comunicación con el titular, cualquiera de las dos circunstancias que
ocurra primero. se le deberá proporcionar información expresa, inequívoca, transparente, inteligible,
concisa, precisa y sin barreras técnicas.
la información proporcionada al titular podrá transmitirse de cualquier modo comprobable en un
lenguaje claro, sencillo y de fácil comprensión, de preferencia propendiendo a que pueda ser
accesible en la lengua de su elección.
en el caso de productos o servicios dirigidos, utilizados o que pudieran ser utilizados por niñas, niños
y adolescentes, la información a la que hace referencia el presente artículo será proporcionada a su
representante legal conforme a lo dispuesto en la presente ley.
",766
Ley Orgánica de Protección de Datos Personales,derechos,art. 13.,"derecho de acceso.-el titular tiene derecho a conocer y a obtener, gratuitamente, del
responsable de tratamiento acceso a todos sus datos personales y a la información detallada en el
artículo precedente, sin necesidad de presentar justificación alguna. el responsable del tratamiento
de datos personales deberá establecer métodos razonables que permitan el ejercicio de este
derecho, el cual deberá ser atendido dentro del plazo de quince (15) días.
el derecho de acceso no podrá ejercerse de forma tal que constituya abuso del derecho.
",135
Ley Orgánica de Protección de Datos Personales,derechos,art. 14.,"derecho de rectificación y actualización.-el titular tiene el derecho a obtener del responsable
del tratamiento la rectificación y actualización de sus datos personales inexactos o incompletos.
para tal efecto, el titular deberá presentar los justificativos del caso, cuando sea pertinente. el
responsable de tratamiento deberá atender el requerimiento en un plazo de quince (15) días y en
este mismo plazo, deberá informar al destinatario de los datos, de ser el caso, sobre la rectificación,
a fin de que lo actualice.
",130
Ley Orgánica de Protección de Datos Personales,derechos,art. 15.,"derecho de eliminación.-el titular tiene derecho a que el responsable del tratamiento
suprima sus datos personales, cuando:
1) el tratamiento no cumpla con los principios establecidos en la presente ley;
2) el tratamiento no sea necesario o pertinente para el cumplimiento de la finalidad;
3) los datos personales hayan cumplido con la finalidad para la cual fueron recogidos o tratados;
4) haya vencido el plazo de conservación de los datos personales;
5) el tratamiento afecte derechos fundamentales o libertades individuales;
6) revoque el consentimiento prestado o señale no haberlo otorgado para uno o varios fines
específicos, sin necesidad de que medie justificación alguna; o,
7) exista obligación legal.
el responsable del tratamiento de datos personales implementará métodos y técnicas orientadas a
eliminar, hacer ilegible, o dejar irreconocibles de forma definitiva y segura los datos personales. esta
obligación la deberá cumplir en el plazo de quince (15) días de recibida la solicitud por parte del
titular y será gratuito.
",260
Ley Orgánica de Protección de Datos Personales,derechos,art. 16.,"derecho de oposición. el titular tiene el derecho a oponerse o negarse al tratamiento de sus
datos personales, en los siguientes casos:
1) no se afecten derechos y libertades fundamentales de terceros, la ley se lo permita y no se trate
de información pública, de interés público o cuyo tratamiento está ordenado por la ley.
2) el tratamiento de datos personales tenga por objeto la mercadotecnia directa; el interesado tendrá
derecho a oponerse en todo momento al tratamiento de los datos personales que le conciernan,
incluida la elaboración de perfiles; en cuyo caso los datos personales dejarán de ser tratados para
dichos fines.
3) cuando no sea necesario su consentimiento para el tratamiento como consecuencia de la
concurrencia de un interés legítimo, previsto en el artículo 7, y se justifique en una situación concreta
personal del titular, siempre que una ley no disponga lo contrario.
el responsable de tratamiento dejará de tratar los datos personales en estos casos, salvo que
acredite motivos legítimos e imperiosos para el tratamiento que prevalezcan sobre los intereses, los
derechos y las libertades del titular, o para la formulación, el ejercicio o la defensa de reclamaciones.
esta solicitud deberá ser atendida dentro del plazo de quince (15) días.
",318
Ley Orgánica de Protección de Datos Personales,derechos,art. 17.,"derecho a la portabilidad.-el titular tiene el derecho a recibir del responsable del tratamiento,
sus datos personales en un formato compatible, actualizado, estructurado, común, inter-operable y
de lectura mecánica, preservando sus características; o a transmitirlos a otros responsables. la
autoridad de protección de datos personales deberá dictar la normativa para el ejercicio del derecho
a la portabilidad.
el titular podrá solicitar que el responsable del tratamiento realice la transferencia o comunicación de
sus datos personales a otro responsable del tratamiento en cuanto fuera técnicamente posible y sin
que el responsable pueda aducir impedimento de cualquier orden con el fin de ralentizar el acceso, la
transmisión o reutilización de datos por parte del titular o de otro responsable del tratamiento. luego
de completada la transferencia de datos, el responsable que lo haga procederá a su eliminación,
salvo que el titular disponga su conservación. el responsable que ha recibido la información asumirá
las responsabilidades contempladas en esta ley.
para que proceda el derecho a la portabilidad de datos es necesario que se produzca al menos una
de las siguientes condiciones:
1) que el titular haya otorgado su consentimiento para el tratamiento de sus datos personales para
uno o varios fines específicos. la transferencia o comunicación se hará entre responsables del
tratamiento de datos personales cuando la operación sea técnicamente posible; en caso contrario los
datos deberán ser transmitidos directamente al titular.
2) que el tratamiento se efectúe por medios automatizados;
3) que se trate de un volumen relevante de datos personales, según los parámetros definidos en el
reglamento de la presente ley; o,
4) que el tratamiento sea necesario para el cumplimiento de obligaciones y el ejercicio de derechos
del responsable o encargado del tratamiento de datos personales, o del titular en el ámbito del
derecho laboral y seguridad social.
esta transferencia o comunicación debe ser económica y financieramente eficiente, expedita y sin
trabas.
no procederá este derecho cuando se trate de información inferida, derivada, creada, generada u
obtenida a partir del análisis o tratamiento efectuado por el responsable del tratamiento de datos
personales con base en los datos personales proporcionados por el titular, como es el caso de los
datos personales que hubieren sido sometidos a un proceso de personalización, recomendación,
categorización o creación de perfiles.
",625
Ley Orgánica de Protección de Datos Personales,derechos,art. 18.,"excepciones a los derechos de rectificación, actualización, eliminación, oposición, anulación
y portabilidad.-excepciones a los derechos de rectificación, actualización, eliminación, oposición,
anulación y portabilidad. (sic) no proceden los derechos de rectificación, actualización, eliminación,
oposición, anulación y portabilidad, en los siguientes casos:
1) si el solicitante no es el titular de los datos personales o su representante legal no se encuentre
debidamente acreditado;
2) cuando los datos son necesarios para el cumplimiento de una obligación legal o contractual;
3) cuando los datos son necesarios para el cumplimiento de una orden judicial, resolución o
mandato motivado de autoridad pública competente;
4) cuando los datos son necesarios para la formulación, ejercicio o defensa de reclamos o recursos;
5) cuando se pueda causar perjuicios a derechos o afectación a intereses legítimos de terceros y
ello sea acreditado por el responsable de la base de datos al momento de dar respuesta al titular a
su solicitud de ejercicio del derecho respectivo;
6) cuando se pueda obstaculizar actuaciones judiciales o administrativas en curso, debidamente
notificadas;
7) cuando los datos son necesarios para ejercer el derecho a la libertad de expresión y opinión;
8) cuando los datos son necesarios para proteger el interés vital del interesado o de otra persona
natural;
9) en los casos en los que medie el interés público, sujeto al cumplimiento de los estándares
internacionales de derechos humanos aplicables a la materia, al cumplimiento de los principios de
esta ley y a los criterios de legalidad, proporcionalidad y necesidad;
10) en el tratamiento de datos personales que sean necesarios para el archivo de información que
constituya patrimonio del estado, investigación científica, histórica o estadística.
",457
Ley Orgánica de Protección de Datos Personales,derechos,art. 19.,"derecho a la suspensión del tratamiento.-el titular tendrá derecho a obtener del responsable
del tratamiento la suspensión del tratamiento de los datos, cuando se cumpla alguna de las
condiciones siguientes:
1) cuando el titular impugne la exactitud de los datos personales, mientras el responsable de
tratamiento verifica la exactitud de los mismos;
2) el tratamiento sea ilícito y el interesado se oponga a la supresión de los datos personales y solicite
en su lugar la limitación de su uso;
3) el responsable ya no necesite los datos personales para los fines del tratamiento, pero el
interesado los necesite para la formulación, el ejercicio o la defensa de reclamaciones; y,
4) cuando el interesado se haya opuesto al tratamiento en virtud del artículo 31 de la presente ley,
mientras se verifica si los motivos legítimos del responsable prevalecen sobre los del interesado.
de existir negativa por parte del responsable o encargado del tratamiento de datos personales, y el
titular recurra por dicha decisión ante la autoridad de protección de datos personales, esta
suspensión se extenderá hasta la resolución del procedimiento administrativo.
cuando el titular impugne la exactitud de los datos personales, mientras el responsable de
tratamiento verifica la exactitud de los mismos, deberá colocarse en la base de datos, en donde
conste la información impugnada, que ésta ha sido objeto de inconformidad por parte del titular.
el responsable de tratamiento podrá tratar los datos personales, que han sido objeto del ejercicio del
presente derecho por parte del titular, únicamente, en los siguientes supuestos: para la formulación,
el ejercicio o la defensa de reclamaciones; con el objeto de proteger los derechos de otra persona
natural o jurídica o por razones de interés pública importante.
",451
Ley Orgánica de Protección de Datos Personales,derechos,art. 20.,"derecho a no ser objeto de una decisión basada única o parcialmente en valoraciones
automatizadas.-el titular tiene derecho a no ser sometido a una decisión basada única o
parcialmente en valoraciones que sean producto de procesos automatizados, incluida la elaboración
de perfiles, que produzcan efectos jurídicos en él o que atenten contra sus derechos y libertades
fundamentales, para lo cual podrá:
a. solicitar al responsable del tratamiento una explicación motivada sobre la decisión tomada por el
responsable o encargado del tratamiento de datos personales:
b. presentar observaciones;
c. solicitar los criterios de valoración sobre el programa automatizado; o,
d. solicitar al responsable información sobre los tipos de datos utilizados y la fuente de la cual han
sido obtenidos los mismos;
e. impugnar la decisión ante el responsable o encargado del tratamiento
no se aplicará este derecho cuando:
1. la decisión es necesaria para la celebración o ejecución de un contrato entre el titular y el
responsable o encargado del tratamiento de datos personales;
2. está autorizada por la normativa aplicable, orden judicial, resolución o mandato motivado de
autoridad técnica competente, para lo cual se deberá establecer medidas adecuadas para
salvaguardar los derechos fundamentales y libertades del titular; o,
3. se base en el consentimiento explícito del titular.
4. la decisión no conlleve impactos graves o riesgos verificables para el titular.
no se podrá exigir la renuncia a este derecho en forma adelantada a través de contratos de adhesión
masivos. a más tardar en el momento de la primera comunicación con el titular de los datos
personales, para informar una decisión basada únicamente en valoraciones automatizadas, este
derecho le será informado explícitamente por cualquier medio idóneo.
",452
Ley Orgánica de Protección de Datos Personales,derechos,art. 21.,"derecho de niñas, niños y adolescentes a no ser objeto de una decisión basada única o
parcialmente en valoraciones automatizadas.-además de los presupuestos establecidos en el
derecho a no ser objeto de una decisión basada única o parcialmente en valoraciones
automatizadas, no se podrán tratar datos sensibles o datos de niñas, niños y adolescentes a menos
que se cuente con la autorización expresa del titular o de su representante legal; o, cuando, dicho
tratamiento esté destinado a salvaguardar un interés público esencial, el cual se evalúe en atención
a los estándares internacionales de derechos humanos, y como mínimo satisfaga los criterios de
legalidad, proporcionalidad y necesidad, y además incluya salvaguardas específicas para proteger
los derechos fundamentales de los interesados.
los adolescentes, en ejercicio progresivo de sus derechos, a partir de los 15 años, podrán otorgar,
en calidad de titulares, su consentimiento explícito para el tratamiento de sus datos personales,
siempre que se les especifique con claridad sus fines.
",263
Ley Orgánica de Protección de Datos Personales,derechos,art. 22.,"derecho de consulta.-las personas tienen derecho a la consulta pública y gratuita ante el
registro nacional de protección de datos personales, de conformidad con la presente ley.
",45
Ley Orgánica de Protección de Datos Personales,derechos,art. 23.,"derecho a la educación digital.-las personas tienen derecho al acceso y disponibilidad del
conocimiento, aprendizaje, preparación, estudio, formación, capacitación, enseñanza e instrucción
relacionados con el uso y manejo adecuado, sano, constructivo, seguro y responsable de las
tecnologías de la información y comunicación, en estricto apego a la dignidad e integridad humana;
los derechos fundamentales y libertades individuales con especial énfasis en la intimidad, la vida
privada, autodeterminación informativa, identidad y reputación en línea, ciudadanía digital y el
derecho a la protección de datos personales, así como promover una cultura sensibilizada en el
derecho de protección de datos personales.
el derecho a la educación digital tendrá un carácter inclusivo sobre todo en lo que respecta a las
personas con necesidades educativas especiales.
el sistema educativo nacional, incluyendo el sistema de educación superior, garantizará la educación
digital no solo a favor de los estudiantes de todos los niveles sino también de los docentes, debiendo
incluir dicha temática en su proceso de formación.
",279
Ley Orgánica de Protección de Datos Personales,derechos,art. 24.,"ejercicio de derechos.-el estado, entidades educativas, organizaciones de la sociedad civil,
proveedores de servicios de la sociedad de la información y el conocimiento, y otros entes
relacionados, dentro del ámbito de sus relaciones, están obligados a proveer información y
capacitación relacionadas con el uso y tratamiento responsable, adecuado y seguro de datos
personales de niñas, niños y adolescentes, tanto a sus titulares como a sus representantes legales,
de conformidad con la normativa técnica emitida por la autoridad de protección de datos
personales.
los adolescentes mayores de doce (12) años y menores de quince (15) años, así como las niñas y
niños, para el ejercicio de sus derechos necesitarán de su representante legal. los adolescentes
mayores de quince (15) años y menores de dieciocho (18) años, podrán ejercitarlos de forma directa
ante la autoridad de protección de datos personales o ante el responsable de la base de datos
personales del tratamiento.
los derechos del titular son irrenunciables. será nula toda estipulación en contrario.
",267
Ley Orgánica de Protección de Datos Personales,categorías especiales de datos,art. 25.,"categorías especiales de datos personales.-se considerarán categorías especiales de datos
personales, los siguientes:
a) datos sensibles;
b) datos de niñas, niños y adolescentes;
c) datos de salud; y,
d) datos de personas con discapacidad y de sus sustitutos, relativos a la discapacidad.
",72
Ley Orgánica de Protección de Datos Personales,categorías especiales de datos,art. 26.,"tratamiento de datos sensibles.-queda prohibido el tratamiento de datos personales
sensibles salvo que concurra alguna de las siguientes circunstancias:
a) el titular haya dado su consentimiento explícito para el tratamiento de sus datos personales,
especificándose claramente sus fines.
b) el tratamiento es necesario para el cumplimiento de obligaciones y el ejercicio de derechos
específicos del responsable del tratamiento o del titular en el ámbito del derecho laboral y de la
seguridad y protección social.
c) el tratamiento es necesario para proteger intereses vitales del titular o de otra persona natural, en
el supuesto de que el titular no esté capacitado, física o jurídicamente, para dar su consentimiento.
d) el tratamiento se refiere a datos personales que el titular ha hecho manifiestamente públicos.
e) el tratamiento se lo realiza por orden de autoridad judicial.
f) el tratamiento es necesario con fines de archivo en interés público, fines de investigación científica
o histórica o fines estadísticos, que debe ser proporcional al objetivo perseguido, respetar en lo
esencial el derecho a la protección de datos y establecer medidas adecuadas y específicas para
proteger los intereses y derechos fundamentales del titular.
g) cuando el tratamiento de los datos de salud se sujete a las disposiciones contenidas en la
presente ley.
",338
Ley Orgánica de Protección de Datos Personales,categorías especiales de datos,art. 27.,"datos personales de personas fallecidas.-los titulares de derechos sucesorios de las
personas fallecidas, podrán dirigirse al responsable del tratamiento de datos personales con el objeto
de solicitar el acceso, rectificación y actualización o eliminación de los datos personales del
causante, siempre que el titular de los datos no haya, en vida, indicado otra utilización o destino para
sus datos.
las personas o instituciones que la o el fallecido haya designado expresamente para ello; podrán
también solicitar con arreglo a las instrucciones recibidas, el acceso a los datos personales de éste;
y, en su caso, su rectificación, actualización o eliminación.
en caso de fallecimiento de niñas, niños, adolescentes o personas que la ley reconozca como
incapaces, las facultades de acceso, rectificación, actualización o eliminación, podrán ser ejercidas
por quien hubiese sido su último representante legal. el reglamento a la presente ley establecerá
los mecanismos para el ejercicio de las facultades enunciadas en el presente artículo.
",260
Ley Orgánica de Protección de Datos Personales,categorías especiales de datos,art. 28.,"datos crediticios.-salvo prueba en contrario será legítimo y lícito el tratamiento de datos
destinados a informar sobre la solvencia patrimonial o crediticia, incluyendo aquellos relativos al
cumplimiento o incumplimiento de obligaciones de carácter comercial o crediticia que permitan
evaluar la concertación de negocios en general, la conducta comercial o la capacidad de pago del
titular de los datos, en aquellos casos en que los mismos sean obtenidos de fuentes de acceso
público o procedentes de informaciones facilitadas por el acreedor. tales datos pueden ser utilizados
solamente para esa finalidad de análisis y no serán comunicados o difundidos, ni podrán tener
cualquier finalidad secundaria.
la protección de datos personales crediticios se sujetará a lo previsto en la presente ley, en la
legislación especializada sobre la materia y demás normativa dictada por la autoridad de protección
de datos personales.
sin perjuicio de lo anterior, en ningún caso podrán comunicarse los datos crediticios relativos a
obligaciones de carácter económico, financiero, bancario o comercial una vez transcurridos cinco
años desde que la obligación a la que se refieran se haya hecho exigible.
",298
Ley Orgánica de Protección de Datos Personales,categorías especiales de datos,art. 29.,"derechos de los titulares de datos crediticios.1. sin perjuicio de los derechos reconocidos en esta ley, los titulares de datos crediticios tienen los
siguientes derechos:
a) acceder de forma personal a la información de la cual son titulares;
b) que el reporte de crédito permita conocer de manera clara y precisa la condición en que se
encuentra su historial crediticio; y,
c) que las fuentes de información actualicen, rectifiquen o eliminen, según el caso, la información
que fuese ilícita, falsa, inexacta, errónea, incompleta o caduca
2. sobre el derecho de acceso por el titular del dato crediticio, éste será gratuito, cuantas veces lo
requiera, respecto de la información que sobre si mismos esté registrada ante los prestadores de
servicios de referencia crediticia y a través de los siguientes mecanismos:
a) observación directa a través de pantallas que los prestadores del servicio de referencia crediticia
pondrán a disposición de dichos titulares; y,
b) entrega de impresiones de los reportes que a fin de que el titular del dato crediticio compruebe la
veracidad y exactitud de su contenido, sin que pueda ser utilizado con fines crediticios o comerciales.
3. sobre los derechos de actualización, rectificación o eliminación, el titular del dato crediticio podrá
exigir estos derechos frente a las fuentes de información mediante solicitud escrita. las fuentes de
información, dentro del plazo de quince días de presentada la solicitud, deberán resolverla
admitiéndola o rechazándola motivadamente. el titular del dato crediticio tiene derecho a solicitar a
los prestadores del servicio de referencias crediticias que, en tanto se sigue el proceso de revisión,
señalen en los reportes de crédito que emitan, que la información materia de la solicitud está siendo
revisada a pedido del titular.
",453
Ley Orgánica de Protección de Datos Personales,categorías especiales de datos,art. 30.,"datos relativos a la salud.-las instituciones que conforman el sistema nacional de salud y
los profesionales de la salud pueden recolectar y tratar los datos relativos a la salud de sus pacientes
que estén o hubiesen estado bajo tratamiento de aquellos, de acuerdo a lo previsto en la presente
ley, en la legislación especializada sobre la materia y demás normativa dictada por la autoridad de
protección de datos personales en coordinación con la autoridad sanitaria nacional.
los responsables y encargados del tratamiento de datos así como todas las personas que
intervengan en cualquier fase de este, estarán sujetas al deber de confidencialidad, de tal manera
que se garantice una seguridad adecuada de los datos personales, incluida la protección contra el
tratamiento no autorizado o ilícito y contra su pérdida, destrucción o daño accidental, mediante la
aplicación de medidas técnicas organizativas apropiadas. esta obligación será complementaria del
secreto profesional de conformidad con cada caso.
las obligaciones establecidas en los apartados anteriores se mantendrán aun cuando hubiese
finalizado la relación del obligado con el responsable o encargado del tratamiento,
no se requerirá el consentimiento del titular para el tratamiento de datos de salud cuando ello sea
necesario por razones de interés público esencial en el ámbito de la salud, el que en todo caso
deberá ser proporcional al objetivo perseguido, respetar en lo esencial el derecho a la protección de
datos y establecer medidas adecuadas y específicas para proteger los intereses y derechos
fundamentales del titular;
asimismo, tampoco se requerirá el consentimiento del titular cuando el tratamiento sea necesario por
razones de interés público en el ámbito de la salud pública, como en el caso de amenazas
transfronterizas graves para la salud, o para garantizar elevados niveles de calidad y de seguridad
de la asistencia sanitaria y de los medicamentos o productos sanitarios, siempre y cuando se
establezcan medidas adecuadas y específicas para proteger los derechos y libertades del titular y,
en particular, el secreto profesional.
",530
Ley Orgánica de Protección de Datos Personales,categorías especiales de datos,art. 31.,"tratamiento de datos relativos a la salud.-todo tratamiento de datos relativos a la salud
deberá cumplir con los siguientes parámetros mínimos y aquellos que determine la autoridad de
protección de datos personales en la normativa emitida para el efecto:
1. los datos relativos a la salud generados en establecimientos de salud públicos o privados, serán
tratados cumpliendo los principios de confidencialidad y secreto profesional. el titular de la
información deberá brindar su consentimiento previo conforme lo determina esta ley, salvo en los
casos en que el tratamiento sea necesario para proteger intereses vitales del interesado, en el
supuesto de que el interesado no esté capacitado, física o jurídicamente, para dar su consentimiento;
o sea necesario para fines de medicina preventiva o laboral, evaluación de la capacidad laboral del
trabajador, diagnóstico médico, prestación de asistencia o tratamiento de tipo sanitario o social, o
gestión de los sistemas y servicios de asistencia sanitaria, y social, sobre la base de la legislación
especializada sobre la materia o en virtud de un contrato con un profesional sanitario. en este último
caso el tratamiento sólo podrá ser realizado por un profesional sujeto a la obligación de secreto
profesional, o bajo su responsabilidad, de acuerdo con la legislación especializada sobre la materia o
con las demás normas que al respecto pueda establecer la autoridad.
2. los datos relativos a la salud que se traten, siempre que sea posible, deberán ser previamente
anonimizados o seudonimizados, evitando la posibilidad de identificar a los titulares de los mismos.
3. todo tratamiento de datos de salud anonimizados deberá ser autorizado previamente por la
autoridad de protección de datos personales. para obtener la autorización mencionada, el
interesado deberá presentar un protocolo técnico que contenga los parámetros necesarios que
garanticen la protección de dichos datos y el informe previo favorable emitido por la autoridad
sanitaria.
",500
Ley Orgánica de Protección de Datos Personales,categorías especiales de datos,art. 32.,"tratamiento de datos de salud por entes privados y públicos con fines de investigación.-los
datos relativos a salud que consten en las instituciones que conforman el sistema nacional de salud,
podrán ser tratados por personas naturales y jurídicas privadas y públicas con fines de investigación
científica, siempre que según el caso encuentren anonimizados, o dicho tratamiento sea autorizado
por la autoridad de protección de datos personales, previo informe de la autoridad sanitaria
nacional.
",124
Ley Orgánica de Protección de Datos Personales,transferencia o comunicación y acceso a datos personales por terceros,art. 33.,"transferencia o comunicación de datos personales.-los datos personales podrán
transferirse o comunicarse a terceros cuando se realice para el cumplimiento de fines directamente
relacionados con las funciones legítimas del responsable y del destinatario, cuando la transferencia
se encuentre configurada dentro de una de las causales de legitimidad establecidas en esta ley, y
se cuente, además, con el consentimiento del titular.
se entenderá que el consentimiento es informado cuando para la transferencia o comunicación de
datos personales el responsable del tratamiento haya entregado información suficiente al titular que
le permita conocer la finalidad a que se destinarán sus datos y el tipo de actividad del tercero a quien
se pretende transferir o comunicar dichos datos.
",195
Ley Orgánica de Protección de Datos Personales,transferencia o comunicación y acceso a datos personales por terceros,art. 34.,"acceso a datos personales por parte del encargado.-no se considerará transferencia o
comunicación en el caso de que el encargado acceda a datos personales para la prestación de un
servicio al responsable del tratamiento de datos personales. el tercero que ha accedido
legítimamente a datos personales en estas consideraciones, será considerado encargado del
tratamiento.
el tratamiento de datos personales realizado por el encargado deberá estar regulado por un contrato,
en el que se establezca de manera clara y precisa que el encargado del tratamiento de datos
personales tratará únicamente los mismos conforme las instrucciones del responsable y que no los
utilizará para finalidades diferentes a las señaladas en el contrato, ni que los transferirá o comunicará
ni siquiera para su conservación a otras personas.
una vez que se haya cumplido la prestación contractual, los datos personales deberán ser
destruidos o devueltos al responsable del tratamiento de datos personales bajo la supervisión de la
autoridad de protección de datos personales.
el encargado será responsable de las infracciones derivadas del incumplimiento de las condiciones
de tratamiento de datos personales establecidas en la presente ley.
",305
Ley Orgánica de Protección de Datos Personales,transferencia o comunicación y acceso a datos personales por terceros,art. 35.,"acceso a datos personales por parte de terceros.-no se considerará transferencia o
comunicación cuando el acceso a datos personales por un tercero sea necesario para la prestación
de un servicio al responsable del tratamiento de datos personales. el tercero que ha accedido a
datos personales en estas condiciones debió hacerlo legítimamente.
el tratamiento de datos personales realizado por terceros deberá estar regulado por un contrato, en
el que se establezca de manera clara y precisa que el encargado del tratamiento de datos
personales tratará únicamente los mismos conforme las instrucciones del responsable y que no los
utilizará para finalidades diferentes a las señaladas en el contrato, ni que los transferirá o comunicará
ni siquiera para su conservación a otras personas.
una vez que se haya cumplido la prestación contractual, los datos personales deberán ser
destruidos o devueltos al responsable del tratamiento de datos personales bajo la supervisión de la
autoridad de protección de datos personales.
el tercero será responsable de las infracciones derivadas del incumplimiento de las condiciones de
tratamiento de datos personales establecidas en la presente ley.
",296
Ley Orgánica de Protección de Datos Personales,transferencia o comunicación y acceso a datos personales por terceros,art. 36.,"excepciones de consentimiento para la transferencia o comunicación de datos personales.no es necesario contar con el consentimiento del titular para la transferencia o comunicación de
datos personales, en los siguientes supuestos:
1) cuando los datos han sido recogidos de fuentes accesibles al público;
2) cuando el tratamiento responda a la libre y legítima aceptación de una relación jurídica entre el
responsable de tratamiento y el titular, cuyo desarrollo, cumplimiento y control implique
necesariamente la conexión de dicho tratamiento con base de datos. en este caso la transferencia o
comunicación sólo será legítima en cuanto se limite a la finalidad que la justifique;
3) cuando los datos personales deban proporcionarse a autoridades administrativas o judiciales en
virtud de solicitudes y órdenes amparadas en competencias atribuidas en la norma vigente;
4) cuando la comunicación se produzca entre administraciones públicas y tenga por objeto el
tratamiento posterior de datos con fines históricos, estadísticos o científicos, siempre y cuando
dichos datos se encuentren debidamente disociados o a lo menos anonimizados, y,
5) cuando la comunicación de datos de carácter personal relativos a la salud sea necesaria para
solucionar una urgencia que implique intereses vitales de su titular y este se encontrare impedido de
otorgar su consentimiento.
6) cuando la comunicación de datos de carácter personal relativos a la salud sea necesaria para
realizar los estudios epidemiológicos de interés público, dando cumplimiento a los estándares
internacionales en la materia de derechos humanos, y como mínimo a los criterios de legalidad,
proporcionalidad y necesidad. el tratamiento deberá ser de preferencia anonimizado, y en todo caso
agregado, una vez pasada la urgencia de interés público.
cuando sea requerido el consentimiento del titular para que sus datos personales sean comunicados
a un tercero, este puede revocarlo en cualquier momento, sin necesidad de que medie justificación
alguna.
la presente ley obligatoriamente debe ser aplicada por el destinatario, por el solo hecho de la
comunicación de los datos; a menos que estos hayan sido anonimizados o sometidos a un proceso
de (sic.
",552
